Indicator,Date,Measure,Area,Characteristic,Breakdown,Value,LCI,UCI,
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2015,Percentage,Wales,Persons,65-74,21.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2015,Percentage,Wales,Persons,75+,20.5,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2016,Percentage,Wales,Persons,0-44,1.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2016,Percentage,Wales,Persons,45-64,14.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2016,Percentage,Wales,Persons,65-74,21.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2016,Percentage,Wales,Persons,75+,21,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2017,Percentage,Wales,Persons,0-44,1.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2017,Percentage,Wales,Persons,45-64,14.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2017,Percentage,Wales,Persons,65-74,20.7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2017,Percentage,Wales,Persons,75+,20.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2018,Percentage,Wales,Persons,0-44,2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2018,Percentage,Wales,Persons,45-64,14.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2018,Percentage,Wales,Persons,65-74,21.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2018,Percentage,Wales,Persons,75+,21.5,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2019,Percentage,Wales,Persons,0-44,2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2019,Percentage,Wales,Persons,45-64,15,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2019,Percentage,Wales,Persons,65-74,21.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2019,Percentage,Wales,Persons,75+,21.6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2020,Percentage,Wales,Persons,0-44,2.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2020,Percentage,Wales,Persons,45-64,16.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2020,Percentage,Wales,Persons,65-74,23.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2020,Percentage,Wales,Persons,75+,22.7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2021,Percentage,Wales,Persons,0-44,2.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2021,Percentage,Wales,Persons,45-64,16,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2021,Percentage,Wales,Persons,65-74,22.7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2021,Percentage,Wales,Persons,75+,22.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2002,Percentage,Wales,Persons,Least deprived,6.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2002,Percentage,Wales,Persons,Most deprived,7.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2003,Percentage,Wales,Persons,Least deprived,6.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2003,Percentage,Wales,Persons,Most deprived,7.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2004,Percentage,Wales,Persons,Least deprived,6.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2004,Percentage,Wales,Persons,Most deprived,8.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2005,Percentage,Wales,Persons,Least deprived,7.7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2005,Percentage,Wales,Persons,Most deprived,9.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2006,Percentage,Wales,Persons,Least deprived,7.7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2006,Percentage,Wales,Persons,Most deprived,9.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2007,Percentage,Wales,Persons,Least deprived,7.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2007,Percentage,Wales,Persons,Most deprived,9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2008,Percentage,Wales,Persons,Least deprived,8.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2008,Percentage,Wales,Persons,Most deprived,9.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2009,Percentage,Wales,Persons,Least deprived,8.6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2009,Percentage,Wales,Persons,Most deprived,10,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2010,Percentage,Wales,Persons,Least deprived,9.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2010,Percentage,Wales,Persons,Most deprived,10.5,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2011,Percentage,Wales,Persons,Least deprived,9.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2011,Percentage,Wales,Persons,Most deprived,10.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2012,Percentage,Wales,Persons,Least deprived,9.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2012,Percentage,Wales,Persons,Most deprived,11,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2013,Percentage,Wales,Persons,Least deprived,10.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2013,Percentage,Wales,Persons,Most deprived,11.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2014,Percentage,Wales,Persons,Least deprived,10.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2014,Percentage,Wales,Persons,Most deprived,11.6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2015,Percentage,Wales,Persons,Least deprived,10.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2015,Percentage,Wales,Persons,Most deprived,11.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2016,Percentage,Wales,Persons,Least deprived,10.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2016,Percentage,Wales,Persons,Most deprived,11.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2017,Percentage,Wales,Persons,Least deprived,10.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2017,Percentage,Wales,Persons,Most deprived,11.6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2018,Percentage,Wales,Persons,Least deprived,10.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2018,Percentage,Wales,Persons,Most deprived,12,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2019,Percentage,Wales,Persons,Least deprived,10.7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2019,Percentage,Wales,Persons,Most deprived,12.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2020,Percentage,Wales,Persons,Least deprived,12.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2020,Percentage,Wales,Persons,Most deprived,14.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2021,Percentage,Wales,Persons,Least deprived,11.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2021,Percentage,Wales,Persons,Most deprived,13.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2002,Percentage,Wales,Persons under 75,Least deprived,4.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2002,Percentage,Wales,Persons under 75,Most deprived,6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2003,Percentage,Wales,Persons under 75,Least deprived,4.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2003,Percentage,Wales,Persons under 75,Most deprived,6.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2004,Percentage,Wales,Persons under 75,Least deprived,5.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2004,Percentage,Wales,Persons under 75,Most deprived,6.6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2005,Percentage,Wales,Persons under 75,Least deprived,5.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2005,Percentage,Wales,Persons under 75,Most deprived,7.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2006,Percentage,Wales,Persons under 75,Least deprived,5.6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2006,Percentage,Wales,Persons under 75,Most deprived,7.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2007,Percentage,Wales,Persons under 75,Least deprived,5.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2007,Percentage,Wales,Persons under 75,Most deprived,7.2,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2008,Percentage,Wales,Persons under 75,Least deprived,6,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2008,Percentage,Wales,Persons under 75,Most deprived,7.5,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2009,Percentage,Wales,Persons under 75,Least deprived,6.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2009,Percentage,Wales,Persons under 75,Most deprived,7.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2010,Percentage,Wales,Persons under 75,Least deprived,6.5,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2010,Percentage,Wales,Persons under 75,Most deprived,8.1,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2011,Percentage,Wales,Persons under 75,Least deprived,6.4,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2011,Percentage,Wales,Persons under 75,Most deprived,7.9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2012,Percentage,Wales,Persons under 75,Least deprived,6.7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2012,Percentage,Wales,Persons under 75,Most deprived,8.5,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2013,Percentage,Wales,Persons under 75,Least deprived,7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2013,Percentage,Wales,Persons under 75,Most deprived,9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2014,Percentage,Wales,Persons under 75,Least deprived,7.3,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2014,Percentage,Wales,Persons under 75,Most deprived,9,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2015,Percentage,Wales,Persons under 75,Least deprived,7,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2015,Percentage,Wales,Persons under 75,Most deprived,8.8,[x],[x],
Percentage of total inpatient admissions with any mention of diabetes (E10-E14) by type,2016,Percentage,Wales,Persons under 75,Least deprived,7.1,[x],[x],
